"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
862,"EQ","HOVS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"55.45","56.05","53.25","53.65","14-OCT-2022","58.20","58.20","53.25","53.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
863,"EQ","HPAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"404.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"399.05","406.05","391.40","402.85","14-OCT-2022","407.50","407.50","391.40","402.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
864,"EQ","HPL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"68.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"73.90","75.00","71.80","72.35","14-OCT-2022","74.30","77.45","71.00","72.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
865,"EQ","HSCL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"97.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"102.35","103.25","100.30","102.00","14-OCT-2022","105.30","106.90","96.55","102.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
866,"EQ","HTMEDIA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"20.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"21.90","22.50","21.50","21.60","14-OCT-2022","22.50","23.65","21.30","21.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
867,"EQ","HUBTOWN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
868,"EQ","HUDCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"34.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"36.50","36.50","35.80","36.05","14-OCT-2022","36.15","36.75","35.70","36.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
869,"EQ","HUHTAMAKI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"215.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"228.75","232.95","226.60","229.10","14-OCT-2022","228.60","234.40","223.30","229.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
870,"EQ","IBMFNIFTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"177.12","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"183.06","183.20","176.00","179.04","14-OCT-2022","177.60","184.97","175.30","179.04","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
871,"EQ","IBREALEST",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"72.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"76.00","76.80","72.85","73.25","14-OCT-2022","76.80","77.50","72.10","73.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
872,"EQ","IBULHSGFIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"115.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"132.00","133.25","123.25","124.45","14-OCT-2022","132.55","133.75","122.00","124.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
873,"EQ","ICEMAKE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
874,"EQ","ICICI500",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"24.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"25.20","25.20","24.70","25.02","14-OCT-2022","25.18","25.24","24.46","25.02","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
875,"EQ","ICICI5GSEC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"49.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"50.77","51.80","49.45","49.56","14-OCT-2022","50.50","51.80","49.45","49.56","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
876,"EQ","ICICIALPLV",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"171.32","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"172.97","172.98","170.50","170.87","14-OCT-2022","174.46","174.46","168.81","170.87","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
877,"EQ","ICICIAUTO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"126.34","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"127.64","128.90","125.71","125.98","14-OCT-2022","129.36","129.36","125.18","125.98","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
878,"EQ","ICICIB22",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"51.09","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"51.78","53.35","51.78","52.60","14-OCT-2022","54.86","55.99","51.52","52.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
879,"EQ","ICICIBANK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"843.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"883.80","883.80","868.55","870.25","14-OCT-2022","872.00","889.80","850.50","870.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
880,"EQ","ICICIBANKN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"37.76","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"38.91","39.64","38.73","39.39","14-OCT-2022","41.61","41.61","38.10","39.39","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
881,"EQ","ICICIBANKP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192.73","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"200.52","204.04","200.52","202.77","14-OCT-2022","201.48","204.87","198.24","202.77","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
882,"EQ","ICICICONSU",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.76","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"77.72","78.10","76.82","77.25","14-OCT-2022","81.98","81.98","75.53","77.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
883,"EQ","ICICIFMCG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"453.11","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"447.49","447.49","438.51","440.60","14-OCT-2022","445.95","447.49","433.01","440.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
884,"EQ","ICICIGI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1165.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1137.00","1145.00","1123.05","1126.65","14-OCT-2022","1135.60","1152.15","1116.30","1126.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
885,"EQ","ICICIGOLD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"44.06","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"44.83","45.07","44.40","44.52","14-OCT-2022","45.68","47.70","44.40","44.52","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
886,"EQ","ICICIINFRA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"49.69","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"51.98","54.58","49.99","49.99","14-OCT-2022","51.40","54.58","49.99","49.99","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
887,"EQ","ICICILIQ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"999.99","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"999.61","1000.00","999.61","999.99","14-OCT-2022","1009.99","1010.00","999.11","999.99","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
888,"EQ","ICICILOVOL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"137.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"138.85","138.85","136.67","136.78","14-OCT-2022","139.98","145.00","134.60","136.78","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
889,"EQ","ICICIM150",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"117.24","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"120.99","121.00","117.81","119.40","14-OCT-2022","121.19","121.19","117.41","119.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
890,"EQ","ICICIMCAP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"102.73","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"104.25","105.99","103.08","103.62","14-OCT-2022","100.60","108.35","100.60","103.62","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
891,"EQ","ICICIMOM30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"19.18","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"19.60","19.75","19.15","19.18","14-OCT-2022","23.00","23.00","19.15","19.18","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
892,"EQ","ICICINF100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"187.59","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"193.86","193.86","190.45","190.74","14-OCT-2022","191.75","193.88","188.46","190.74","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
893,"EQ","ICICINIFTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"182.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"196.19","196.19","186.50","186.75","14-OCT-2022","198.36","198.36","174.91","186.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
894,"EQ","ICICINV20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"92.41","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"95.00","95.77","94.32","94.67","14-OCT-2022","94.98","110.40","81.90","94.67","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
895,"EQ","ICICINXT50",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"43.29","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"45.54","45.54","42.48","42.63","14-OCT-2022","40.71","45.54","40.71","42.63","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
896,"EQ","ICICIPHARM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"82.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"81.99","82.94","81.99","82.25","14-OCT-2022","84.78","85.23","81.05","82.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
897,"EQ","ICICIPRULI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"529.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"506.10","519.80","501.75","513.35","14-OCT-2022","520.00","521.00","499.10","513.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
898,"EQ","ICICISENSX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"621.33","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"639.21","642.00","629.30","632.69","14-OCT-2022","637.42","642.00","626.05","632.69","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
899,"EQ","ICICISILVE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"57.26","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"58.60","58.88","57.80","57.94","14-OCT-2022","61.48","61.48","57.80","57.94","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
900,"EQ","ICICITECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"27.73","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"29.28","29.31","28.65","28.82","14-OCT-2022","28.43","29.31","28.25","28.82","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
901,"EQ","ICIL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"136.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"129.55","133.40","128.00","129.50","14-OCT-2022","136.80","138.70","127.25","129.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
902,"EQ","ICRA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4038.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4141.85","4141.95","3991.00","4011.75","14-OCT-2022","4073.00","4262.00","3951.05","4011.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
903,"EQ","IDBI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"40.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"43.30","43.85","42.25","42.50","14-OCT-2022","46.00","47.50","42.25","42.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
904,"EQ","IDBIGOLD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4654.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4620.35","4666.45","4602.00","4618.15","14-OCT-2022","4749.95","4749.95","4602.00","4618.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
905,"EQ","IDEA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"8.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"8.75","8.75","8.45","8.50","14-OCT-2022","8.95","9.05","8.45","8.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
906,"EQ","IDFC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"76.10","77.55","75.30","76.35","14-OCT-2022","69.45","77.55","69.00","76.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
907,"EQ","IDFCFIRSTB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"47.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"55.80","56.00","54.10","54.30","14-OCT-2022","51.50","56.00","51.30","54.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
908,"EQ","IDFNIFTYET",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"179.01","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"184.00","184.20","181.95","182.12","14-OCT-2022","187.89","187.89","179.60","182.12","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
909,"EQ","IEX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"139.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"141.90","143.05","139.70","139.95","14-OCT-2022","145.00","145.00","139.25","139.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
910,"EQ","IFBAGRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"541.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"556.00","557.85","544.55","550.30","14-OCT-2022","580.05","582.80","544.55","550.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
911,"EQ","IFBIND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"869.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"890.00","994.00","886.30","985.20","14-OCT-2022","942.40","994.00","877.40","985.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
912,"EQ","IFCI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"9.85","10.00","9.70","9.75","14-OCT-2022","10.25","10.25","9.55","9.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
913,"EQ","IFGLEXPOR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"256.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"253.50","253.50","248.30","248.50","14-OCT-2022","251.35","254.60","246.05","248.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
914,"EQ","IGARASHI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"426.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"420.95","426.50","416.00","417.55","14-OCT-2022","430.00","435.80","402.00","417.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
915,"EQ","IGL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"419.95","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"375.00","387.95","373.25","384.95","14-OCT-2022","386.25","387.95","364.25","384.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
916,"EQ","IGPL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"562.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"545.00","551.50","532.40","534.25","14-OCT-2022","554.70","569.80","532.40","534.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
917,"EQ","IIFL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"354.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"352.90","357.00","342.00","347.40","14-OCT-2022","361.00","369.95","342.00","347.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
918,"EQ","IIFLSEC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"66.80","72.00","66.80","70.20","14-OCT-2022","69.05","72.00","65.95","70.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
919,"EQ","IIFLWAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1760.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1772.10","1823.85","1772.10","1808.10","14-OCT-2022","1810.25","1823.85","1755.00","1808.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
920,"EQ","IITL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"68.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"77.90","79.90","75.55","76.85","14-OCT-2022","72.90","87.85","68.50","76.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
921,"EQ","IMAGICAA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
922,"EQ","IMFA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"239.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"254.00","255.35","251.10","252.30","14-OCT-2022","252.90","259.10","248.55","252.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
923,"EQ","IMPAL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"748.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"757.95","762.80","740.10","741.50","14-OCT-2022","745.15","762.80","732.00","741.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
924,"EQ","INCREDIBLE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"21.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"24.40","24.45","19.30","24.15","14-OCT-2022","25.95","25.95","19.30","24.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
925,"EQ","INDBANK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"22.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"23.05","23.40","22.15","22.65","14-OCT-2022","23.50","24.40","22.15","22.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
926,"EQ","INDHOTEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"326.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"324.00","324.00","308.60","309.75","14-OCT-2022","339.00","344.30","308.60","309.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
927,"EQ","INDIACEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"245.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"242.00","243.05","228.25","230.15","14-OCT-2022","270.00","282.50","228.25","230.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
928,"EQ","INDIAGLYCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"817.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"815.70","823.45","798.60","801.05","14-OCT-2022","835.10","850.00","798.60","801.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
