"sid","sinstrument","ssymbol","sexpiry_dt","tdopen","tdhigh","tdlow","tdclose","tdtimestamp","twopen","twhigh","twlow","twclose","twtimestamp","tmopen","tmhigh","tmlow","tmclose","tmtimestamp","tyopen","tyhigh","tylow","tyclose","tytimestamp","dopen","dhigh","dlow","dclose","dtimestamp","wopen","whigh","wlow","wclose","wtimestamp","mopen","mhigh","mlow","mclose","mtimestamp","yopen","yhigh","ylow","yclose","ytimestamp","slastupdatedate"
929,"EQ","INDIAMART",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4411.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4467.55","4467.55","4320.00","4336.80","14-OCT-2022","4426.60","4559.95","4305.70","4336.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
930,"EQ","INDIANB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"194.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"198.50","200.70","191.00","192.30","14-OCT-2022","202.00","202.00","190.00","192.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
931,"EQ","INDIANCARD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"203.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"208.80","210.10","204.20","205.55","14-OCT-2022","216.65","216.65","200.30","205.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
932,"EQ","INDIANHUME",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"171.50","174.15","168.30","168.85","14-OCT-2022","176.50","182.15","166.55","168.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
933,"EQ","INDIGO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1827.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1765.00","1772.55","1743.00","1751.95","14-OCT-2022","1762.70","1796.25","1722.95","1751.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
934,"EQ","INDIGOPNTS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1508.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1492.30","1505.00","1474.00","1482.65","14-OCT-2022","1485.00","1505.00","1450.00","1482.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
935,"EQ","INDNIPPON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"427.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"446.25","446.90","438.00","438.45","14-OCT-2022","472.00","494.00","434.25","438.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
936,"EQ","INDOAMIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"117.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"141.00","146.60","138.00","140.80","14-OCT-2022","122.00","146.60","119.05","140.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
937,"EQ","INDOBORAX",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"128.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"127.45","127.50","125.00","125.50","14-OCT-2022","130.65","131.20","123.00","125.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
938,"EQ","INDOCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"321.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"339.30","342.90","335.30","341.35","14-OCT-2022","337.25","349.90","333.15","341.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
939,"EQ","INDORAMA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"58.30","58.50","57.00","57.45","14-OCT-2022","57.75","60.00","57.00","57.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
940,"EQ","INDOSTAR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
941,"EQ","INDOTECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"208.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"213.95","214.45","211.00","211.20","14-OCT-2022","215.00","216.90","204.30","211.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
942,"EQ","INDOTHAI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"156.30","156.30","149.75","153.75","14-OCT-2022","165.00","165.00","149.00","153.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
943,"EQ","INDRAMEDCO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"62.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"63.20","63.95","62.05","62.65","14-OCT-2022","61.50","63.95","61.50","62.65","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
944,"EQ","INDSWFTLAB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"55.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"56.15","56.45","55.10","55.25","14-OCT-2022","56.75","57.30","54.50","55.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
945,"EQ","INDSWFTLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"10.20","10.20","9.15","9.20","14-OCT-2022","9.70","10.20","9.10","9.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
946,"EQ","INDTERRAIN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"64.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"78.40","80.40","74.70","75.10","14-OCT-2022","79.00","82.00","73.80","75.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
947,"EQ","INDUSINDBK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1142.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1201.25","1216.35","1179.20","1181.60","14-OCT-2022","1193.10","1216.90","1156.10","1181.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
948,"EQ","INDUSTOWER",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"185.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"192.45","193.90","188.60","189.10","14-OCT-2022","198.00","200.10","187.60","189.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
949,"EQ","INEOSSTYRO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"853.80","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"857.45","860.55","846.00","851.35","14-OCT-2022","864.05","875.30","841.50","851.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
950,"EQ","INFIBEAM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"14.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"14.50","14.65","14.20","14.40","14-OCT-2022","14.65","15.05","14.20","14.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
951,"EQ","INFOBEAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"536.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"562.00","598.10","550.00","556.10","14-OCT-2022","587.70","598.10","548.00","556.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
952,"EQ","INFRABEES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"508.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"521.99","521.99","513.42","514.18","14-OCT-2022","524.59","551.90","511.00","514.18","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
953,"EQ","INFY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1398.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1485.00","1494.00","1467.25","1474.25","14-OCT-2022","1426.35","1494.00","1413.55","1474.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
954,"EQ","INGERRAND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2082.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2102.00","2124.00","2040.45","2055.35","14-OCT-2022","2083.40","2196.00","2040.45","2055.35","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
955,"EQ","INOXLEISUR",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"501.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"503.50","509.60","494.00","499.90","14-OCT-2022","507.65","515.85","494.00","499.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
956,"EQ","INOXWIND",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"144.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"152.10","153.50","149.45","150.45","14-OCT-2022","150.70","159.90","148.05","150.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
957,"EQ","INSECTICID",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"966.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"744.00","746.15","731.00","735.55","14-OCT-2022","726.00","750.00","718.00","735.55","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
958,"EQ","INTELLECT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"511.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"532.90","544.90","525.00","528.30","14-OCT-2022","513.00","544.90","500.00","528.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
959,"EQ","INTENTECH",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"69.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"71.85","73.10","69.80","71.05","14-OCT-2022","71.95","74.45","69.05","71.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
960,"EQ","INTLCONV",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"56.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"58.35","58.35","57.05","57.25","14-OCT-2022","58.00","60.10","57.00","57.25","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
961,"EQ","INVENTURE",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2.80","2.85","2.75","2.75","14-OCT-2022","2.85","2.90","2.70","2.75","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
962,"EQ","IOB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"17.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"17.40","17.45","17.05","17.15","14-OCT-2022","17.45","17.90","17.05","17.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
963,"EQ","IOC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"65.90","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"68.00","68.00","66.20","66.30","14-OCT-2022","67.00","68.00","65.80","66.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
964,"EQ","IOLCP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"345.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"367.95","371.55","362.00","363.90","14-OCT-2022","373.00","383.55","360.05","363.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
965,"EQ","IONEXCHANG",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2036.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"2000.00","2070.00","1974.05","1985.80","14-OCT-2022","2067.00","2105.00","1955.55","1985.80","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
966,"EQ","IPCALAB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"909.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"892.00","903.25","887.05","889.45","14-OCT-2022","915.00","918.55","885.10","889.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
967,"EQ","IPL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"289.90","293.00","279.50","281.05","14-OCT-2022","297.00","304.70","279.50","281.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
968,"EQ","IRB",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"204.75","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"220.30","222.50","214.80","216.15","14-OCT-2022","212.00","222.50","208.15","216.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
969,"EQ","IRCON",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"43.10","43.80","42.20","42.40","14-OCT-2022","41.60","45.05","41.50","42.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
970,"EQ","IRCTC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"707.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"732.00","733.95","719.40","722.85","14-OCT-2022","725.50","746.60","706.55","722.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
971,"EQ","IRFC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"21.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"21.40","21.55","21.35","21.40","14-OCT-2022","21.30","21.55","21.20","21.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
972,"EQ","IRIS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.70","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"78.20","79.05","75.60","76.05","14-OCT-2022","79.10","79.70","75.05","76.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
973,"EQ","IRISDOREME",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"215.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
974,"EQ","ISEC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"506.20","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"515.65","519.90","505.85","507.95","14-OCT-2022","514.00","519.90","493.50","507.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
975,"EQ","ISFT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"150.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"149.50","150.40","145.00","146.90","14-OCT-2022","154.50","154.50","145.00","146.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
976,"EQ","ISGEC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"502.45","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"504.15","521.50","501.90","506.00","14-OCT-2022","512.35","521.50","497.15","506.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
977,"EQ","ISMTLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"49.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"50.75","52.50","42.10","50.90","14-OCT-2022","48.95","54.90","42.10","50.90","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
978,"EQ","ITBEES",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"27.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"29.00","29.31","28.71","28.93","14-OCT-2022","29.89","29.89","28.21","28.93","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
979,"EQ","ITC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"333.05","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"332.30","333.90","330.85","332.10","14-OCT-2022","330.00","333.90","324.75","332.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
980,"EQ","ITDC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"346.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"348.40","348.40","336.00","337.95","14-OCT-2022","360.00","364.00","336.00","337.95","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
981,"EQ","ITDCEM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"112.25","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"118.05","123.40","116.75","119.05","14-OCT-2022","112.00","123.40","112.00","119.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
982,"EQ","ITI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"106.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"105.05","106.55","100.00","101.50","14-OCT-2022","107.80","110.20","100.00","101.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
983,"EQ","IVC",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"9.00","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"8.50","8.55","8.00","8.15","14-OCT-2022","8.80","9.20","8.00","8.15","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
984,"EQ","IVP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"144.60","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"138.30","141.90","138.30","140.00","14-OCT-2022","143.15","151.90","136.15","140.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
985,"EQ","IVZINGOLD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"4462.50","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"4605.80","4608.80","4512.00","4514.85","14-OCT-2022","4680.95","4680.95","4512.00","4514.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
986,"EQ","IVZINNIFTY",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1861.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1900.00","1914.55","1900.00","1900.00","14-OCT-2022","1888.30","1914.55","1844.00","1900.00","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
987,"EQ","IWEL",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"894.35","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"1065.10","1092.80","1060.00","1087.60","14-OCT-2022","1120.00","1216.15","1023.60","1087.60","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
988,"EQ","IZMO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"70.65","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"72.00","72.15","70.60","71.05","14-OCT-2022","72.40","73.15","70.05","71.05","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
989,"EQ","J&KBANK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"27.10","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"28.65","28.75","28.25","28.40","14-OCT-2022","28.75","29.10","27.75","28.40","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
990,"EQ","JAGRAN",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"63.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"65.85","67.00","65.75","66.30","14-OCT-2022","68.75","68.90","64.30","66.30","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
991,"EQ","JAGSNPHARM",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"364.55","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"348.00","355.00","337.65","339.20","14-OCT-2022","373.95","373.95","337.65","339.20","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
992,"EQ","JAIBALAJI",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"43.30","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"41.55","41.55","40.20","40.45","14-OCT-2022","42.80","42.80","40.05","40.45","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
993,"EQ","JAICORPLTD",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"181.40","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"197.00","199.30","191.50","192.85","14-OCT-2022","207.00","218.25","186.55","192.85","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
994,"EQ","JAIPURKURT",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"59.15","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"70.00","70.00","67.15","67.50","14-OCT-2022","79.15","79.15","66.05","67.50","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
995,"EQ","JAMNAAUTO",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"109.85","29-SEP-2022",NULL,NULL,NULL,NULL,NULL,"109.90","110.25","105.10","106.10","14-OCT-2022","108.60","111.75","105.10","106.10","14-OCT-2022",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2022-10-16"
